Name,Display Name,XML Attribute,Type,Supports Zero Impressions,Enum Values,Behavior,Notes
ClickAssistedConversionsOverLastClickConversions,Click Assisted Conv. / Last Click Conv.,clickAssistedConvLastClickConv,Double,True,,Metric,
ClickSignificance,Clicks ACE indicator,clicksACEIndicator,SignificanceData,True,,Metric,
ClickType,Click type,clickType,ClickType,False,"URL_CLICKS / Headline
CALLS / Phone calls
OTHER / Other
PRODUCT_EXTENSION_CLICKS / Product plusbox offer
SITELINKS / Sitelink
PRODUCT_LISTING_AD_CLICKS / Product listing ad
GET_DIRECTIONS / Driving direction
OFFER_PRINTS / Print offer
BREADCRUMBS / Breadcrumbs
CALL_TRACKING / Manually dialed phone calls
MOBILE_CALL_TRACKING / Mobile phone calls
LOCATION_EXPANSION / Get location details
UNKNOWN / unknown
",Segment,"The Impressions field will reflect how often the ad was served with that click type available. Since ads can serve with multiple click types displayed, impressions may be double counted and the totals may not be accurate.
Predicate values / display values:
URL_CLICKS / Headline
CALLS / Phone calls
OTHER / Other
PRODUCT_EXTENSION_CLICKS / Product plusbox offer
SITELINKS / Sitelink
PRODUCT_LISTING_AD_CLICKS / Product listing ad
GET_DIRECTIONS / Driving direction
OFFER_PRINTS / Print offer
BREADCRUMBS / Breadcrumbs
CALL_TRACKING / Manually dialed phone calls
MOBILE_CALL_TRACKING / Mobile phone calls
LOCATION_EXPANSION / Get location details
UNKNOWN / unknown
"
Clicks,Clicks,clicks,Long,True,,Metric,
ContentBudgetLostImpressionShare,Content Lost IS (budget),contentLostISBudget,Double,True,,Metric,
ContentImpressionShare,Content Impr. share,contentImprShare,Double,True,,Metric,
ContentRankLostImpressionShare,Content Lost IS (rank),contentLostISRank,Double,True,,Metric,
ConversionCategoryName,Conversion category,conversionCategory,String,False,,Segment,"Not compatible with non-conversion stats (AverageCpc, Clicks, etc). Prevents zero-conversion rows from being returned.  Values: ""Other"", ""View of a key page"", ""Purchase/Sale"", ""Signup"", ""Lead""
"
ConversionManyPerClickSignificance,Conversion ACE indicator,conversionACEIndicator,SignificanceData,True,,Metric,
ConversionRate,Click conversion rate,clickConversionRate,Double,True,,Metric,"Percentage returned as ""x.xx%"".
"
ConversionRateManyPerClick,Conv. rate,convRate,Double,True,,Metric,"Percentage returned as ""x.xx%"".
"
ConversionRateManyPerClickSignificance,Conversion rate ACE indicator,conversionRateACEIndicator,SignificanceData,True,,Metric,
ConversionRateSignificance,Click conversion rate ACE indicator,clickConversionRateACEIndicator,SignificanceData,True,,Metric,
ConversionSignificance,Converted clicks ACE indicator,convertedClicksACEIndicator,SignificanceData,True,,Metric,
ConversionTypeName,Conversion name,conversionName,String,False,,Attribute,"Not compatible with non-conversion stats (AverageCpc, Clicks, etc).  Prevents zero-conversion rows from being returned.
"
ConversionValue,Total conv. value,totalConvValue,Double,True,,Metric,
Conversions,Converted clicks,convertedClicks,Long,True,,Metric,
ConversionsManyPerClick,Conversions,conversions,Long,True,,Metric,
Cost,Cost,cost,Money,True,,Metric,
CostPerConversion,Cost / converted click,costConvertedClick,Money,True,,Metric,
CostPerConversionManyPerClick,Cost / conv.,costConv,Money,True,,Metric,
CostPerConversionManyPerClickSignificance,Cost/conversion ACE indicator,costConversionACEIndicator,SignificanceData,True,,Metric,
CostPerConversionSignificance,Cost/converted click ACE indicator,costConvertedClickACEIndicator,SignificanceData,True,,Metric,
CostPerEstimatedTotalConversion,Cost / est. total conv.,costEstTotalConv,Double,True,,Metric,
CostSignificance,Cost ACE indicator,costACEIndicator,SignificanceData,True,,Metric,
CpcSignificance,CPC ACE indicator,cPCACEIndicator,SignificanceData,True,,Metric,
CpmSignificance,CPM ACE indicator,cPMACEIndicator,SignificanceData,True,,Metric,
Ctr,CTR,ctr,Double,True,,Metric,"Percentage returned as ""x.xx%"".
"
CtrSignificance,CTR ACE indicator,cTRACEIndicator,SignificanceData,True,,Metric,
CustomerDescriptiveName,Client name,clientName,String,True,,Attribute,
Date,Day,day,Date,True,,Segment,
DayOfWeek,Day of week,dayOfWeek,DayOfWeek,True,"MONDAY / Monday
TUESDAY / Tuesday
WEDNESDAY / Wednesday
THURSDAY / Thursday
FRIDAY / Friday
SATURDAY / Saturday
SUNDAY / Sunday
",Segment,"Predicate values / display values:
MONDAY / Monday
TUESDAY / Tuesday
WEDNESDAY / Wednesday
THURSDAY / Thursday
FRIDAY / Friday
SATURDAY / Saturday
SUNDAY / Sunday
"
Device,Device,device,DeviceType,True,"UNKNOWN / Other
DESKTOP / Computers
HIGH_END_MOBILE / Mobile devices with full browsers
TABLET / Tablets with full browsers
",Segment,"Predicate values / display values:
UNKNOWN / Other
DESKTOP / Computers
HIGH_END_MOBILE / Mobile devices with full browsers
TABLET / Tablets with full browsers
"
EnhancedCpcEnabled,Enhanced CPC enabled,enhancedCPCEnabled,Boolean,True,,Attribute,
EstimatedCrossDeviceConversions,Est. cross-device conv.,estCrossDeviceConv,Long,True,,Metric,
EstimatedTotalConversionRate,Est. total conv. rate,estTotalConvRate,Double,True,,Metric,
EstimatedTotalConversionValue,Est. total conv. value,estTotalConvValue,Double,True,,Metric,
EstimatedTotalConversionValuePerClick,Est. total conv. value / click,estTotalConvValueClick,Double,True,,Metric,
EstimatedTotalConversionValuePerCost,Est. total conv. value / cost,estTotalConvValueCost,Double,True,,Metric,
EstimatedTotalConversions,Est. total conv.,estTotalConv,Long,True,,Metric,
ExternalCustomerId,Customer ID,customerID,Long,True,,Attribute,
HourOfDay,Hour of day,hourOfDay,Integer,False,,Segment,
Id,Campaign ID,campaignID,Long,True,,Attribute,
ImpressionAssistedConversionValue,Impr. Assisted Conv. Value,imprAssistedConvValue,Double,True,,Metric,
ImpressionAssistedConversions,Impr. Assisted Conv.,imprAssistedConv,Long,True,,Metric,
ImpressionAssistedConversionsOverLastClickConversions,Impr. Assisted Conv. / Last Click Conv.,imprAssistedConvLastClickConv,Double,True,,Metric,
ImpressionSignificance,Impressions ACE indicator,impressionsACEIndicator,SignificanceData,True,,Metric,
Impressions,Impressions,impressions,Long,True,,Metric,
InvalidClickRate,Invalid click rate,invalidClickRate,Double,True,,Metric,"Percentage returned as ""x.xx%"".
"
InvalidClicks,Invalid clicks,invalidClicks,Long,True,,Metric,
IsBudgetExplicitlyShared,Budget explicitly shared,budgetExplicitlyShared,Boolean,True,,Attribute,
LabelIds,Label IDs,labelIDs,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
Labels,Labels,labels,List,True,,Attribute,"List elements are delimited by the semicolon character (;)
"
Month,Month,month,String,True,,Segment,
MonthOfYear,Month of Year,monthOfYear,MonthOfYear,True,"JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
",Segment,"Predicate values / display values:
JANUARY / January
FEBRUARY / February
MARCH / March
APRIL / April
MAY / May
JUNE / June
JULY / July
AUGUST / August
SEPTEMBER / September
OCTOBER / October
NOVEMBER / November
DECEMBER / December
"
Name,Campaign,campaign,String,True,,Attribute,
NumOfflineImpressions,Phone impressions,phoneImpressions,Long,True,,Metric,
NumOfflineInteractions,Phone calls,phoneCalls,Long,True,,Metric,
OfflineInteractionCost,Phone cost,phoneCost,Money,True,,Metric,
OfflineInteractionRate,PTR,ptr,Double,True,,Metric,
PercentNewVisitors,% new visits,newVisits,Double,True,,Metric,
Period,Budget period,budgetPeriod,BudgetPeriod,True,,Attribute,
PositionSignificance,Position ACE indicator,positionACEIndicator,SignificanceData,True,,Metric,
PrimaryCompanyName,Company name,companyName,String,True,,Attribute,
Quarter,Quarter,quarter,String,True,,Segment,
RelativeCtr,Relative CTR,relativeCTR,Double,True,,Metric,
SearchBudgetLostImpressionShare,Search Lost IS (budget),searchLostISBudget,Double,True,,Metric,
SearchExactMatchImpressionShare,Search Exact match IS,searchExactMatchIS,Double,True,,Metric,"A percentage returned as ""xx.xx%"", or the special values ""< 10%"" or ""> 90%"". Not compatible with the field ClickType.
"
SearchImpressionShare,Search Impr. share,searchImprShare,Double,True,,Metric,"A percentage returned as ""xx.xx%"", or the special values ""< 10%"" or ""> 90%"". Not compatible with the fields ClickType and HourOfDay on any report. Not compatible with the field Device on the Product Partition Report.
"
SearchRankLostImpressionShare,Search Lost IS (rank),searchLostISRank,Double,True,,Metric,"A percentage returned as ""xx.xx%"", or the special values ""< 10%"" or ""> 90%"". Not compatible with the field ClickType.
"
ServingStatus,Campaign serving status,campaignServingStatus,ServingStatus,True,"SERVING / eligible
NONE / none
ENDED / ended
PENDING / pending
SUSPENDED / suspended
",Attribute,"Predicate values / display values:
SERVING / eligible
NONE / none
ENDED / ended
PENDING / pending
SUSPENDED / suspended
"
Slot,Top vs. Other,topVsOther,Slot,True,"SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
",Segment,"Predicate values / display values:
SearchRhs / Google search: Side
SearchTop / Google search: Top
SearchOther / Google search: Other
Content / Google Display Network
AfsTop / Search partners: Top
AfsOther / Search partners: Other
Unknown / 
"
Status,Campaign state,campaignState,CampaignStatus,True,"UNKNOWN / unknown
ENABLED / enabled
PAUSED / paused
REMOVED / removed
",Attribute,"Predicate values / display values:
UNKNOWN / unknown
ENABLED / enabled
PAUSED / paused
REMOVED / removed
"
TotalBudget,Budget,budget,Money,True,,Attribute,
TotalCost,Total cost,totalCost,Money,True,,Metric,
TrackingUrlTemplate,Tracking template,trackingTemplate,String,True,,Attribute,
UrlCustomParameters,Custom parameter,customParameter,CustomParameters,True,,Attribute,
ValuePerConversion,Value / converted click,valueConvertedClick,Double,True,,Metric,
ValuePerConversionManyPerClick,Value / conv.,valueConv,Double,True,,Metric,
ValuePerEstimatedTotalConversion,Value / est. total conv.,valueEstTotalConv,Double,True,,Metric,
ViewThroughConversions,View-through conv.,viewThroughConv,Long,True,,Metric,
ViewThroughConversionsSignificance,View-through conv. ACE indicator,viewThroughConvACEIndicator,SignificanceData,True,,Metric,
Week,Week,week,String,True,,Segment,
Year,Year,year,Integer,True,,Segment,
